index,start,end
0,0.020378767,0.018855888
1,0.012546188,0.011047813
2,0.015706552,0.014833987
3,0.01155697,0.011460063
4,0.009423526,0.009883012
5,0.008868993,0.009835663
6,0.008749695,0.010089664
7,0.008796316,0.010381879
8,0.008928814,0.010663659
9,0.009017531,0.010810356
10,0.009024635,0.010801727
11,0.008990582,0.010717959
12,0.008930349,0.010587215
13,0.008778747,0.010334215
14,0.008438471,0.009847994
15,0.007967842,0.009217155
16,0.007289071,0.0083689885
17,0.0064776144,0.0073918644
18,0.005578409,0.0063455724
19,0.0047107907,0.005355464
20,0.0039212294,0.004467882
21,0.0032471854,0.0037189687
22,0.0027122877,0.003127277
23,0.002301032,0.002675226
24,0.00200748,0.0023546077
25,0.0017908546,0.0021187912
26,0.001639586,0.001957506
27,0.0015419798,0.0018597725
28,0.0014953437,0.0018220847
29,0.0014919313,0.0018370881
30,0.0015266221,0.0018992507
31,0.0015938774,0.0020021151
32,0.0016774668,0.0021248125
33,0.0017769317,0.002265696
34,0.0018818504,0.0024118256
35,0.0019903989,0.0025593939
36,0.0020985196,0.0027037405
37,0.0022035004,0.0028410743
38,0.0023000573,0.0029658116
39,0.0023935996,0.0030825778
40,0.021013554,0.01941725
41,0.013688416,0.012044646
42,0.01781128,0.01667869
43,0.013222864,0.012820556
44,0.010387902,0.010520013
45,0.009054005,0.009633049
46,0.0080435155,0.008892566
47,0.0071567725,0.008136226
48,0.006411428,0.0074412962
49,0.005802538,0.0068445955
50,0.005347193,0.0063950545
51,0.0050429273,0.0061099785
52,0.0049404493,0.006061258
53,0.0050359527,0.006249153
54,0.00532165,0.006660848
55,0.0056674248,0.0071115578
56,0.006079458,0.0076115476
57,0.0064859423,0.008063134
58,0.0066120597,0.008101875
59,0.0062384284,0.007493464
60,0.0055011827,0.006484163
61,0.004585881,0.0053327233
62,0.0037055204,0.004283506
63,0.0029919192,0.00346561
64,0.002478287,0.0028933052
65,0.0021364833,0.0025229868
66,0.0019307183,0.0023098232
67,0.0018266283,0.002216276
68,0.0018068736,0.0022233212
69,0.0018540093,0.002310989
70,0.0019380765,0.0024400705
71,0.0020268925,0.002568188
72,0.0021031566,0.0026735335
73,0.0021601317,0.0027491974
74,0.0021971199,0.0027968523
75,0.0022246675,0.0028313769
76,0.0022483226,0.0028621352
77,0.0022799384,0.0029041658
78,0.0023216496,0.0029590856
79,0.0023633123,0.003013075
80,0.02032173,0.01877951
81,0.013372547,0.01179101
82,0.017790416,0.016762711
83,0.013465358,0.013178061
84,0.011066091,0.011336805
85,0.010326217,0.011118215
86,0.010045157,0.011211515
87,0.009840602,0.011216381
88,0.009516391,0.0109556075
89,0.009039329,0.010434541
90,0.0083685955,0.009651076
91,0.0075593796,0.008700883
92,0.0066480404,0.0076479265
93,0.005757465,0.006640986
94,0.004982226,0.005778403
95,0.0043470156,0.005078589
96,0.0038168754,0.004491159
97,0.0033755698,0.0039999313
98,0.0030172016,0.0035962192
99,0.0027097678,0.0032461442
100,0.0024602083,0.002961064
101,0.0022567455,0.002728478
102,0.0021030733,0.0025555193
103,0.0019931209,0.0024352341
104,0.0019170074,0.0023544584
105,0.0018628245,0.0022985204
106,0.001829812,0.0022667227
107,0.0018147555,0.00225645
108,0.0018186976,0.0022688636
109,0.0018329995,0.0022925588
110,0.0018462775,0.0023131443
111,0.0018563465,0.0023296284
112,0.0018573386,0.002334072
113,0.0018565096,0.0023378523
114,0.0018731317,0.0023658208
115,0.0019170421,0.002430286
116,0.0019764537,0.002513498
117,0.002044997,0.002607254
118,0.0021216406,0.0027088334
119,0.0021875885,0.0027927882
120,0.02101541,0.019384272
121,0.013625636,0.01195221
122,0.017592315,0.01641012
123,0.013025147,0.012584131
124,0.010328418,0.010428462
125,0.009118415,0.009677023
126,0.008246825,0.009094497
127,0.0074805906,0.008468007
128,0.0067604287,0.007790785
129,0.0060976497,0.0071183075
130,0.0055231755,0.0065087136
131,0.0049790847,0.0059065837
132,0.0044691092,0.005327597
133,0.003975335,0.0047546825
134,0.0035229218,0.0042274273
135,0.003136942,0.0037798833
136,0.0028363217,0.0034387328
137,0.0026300093,0.0032137635
138,0.0025055194,0.0030873616
139,0.0024392272,0.0030282997
140,0.0024079422,0.0030091342
141,0.002412726,0.0030335905
142,0.0024395864,0.0030835145
143,0.0024866357,0.003156286
144,0.0025454024,0.0032424226
145,0.002621937,0.0033495724
146,0.002718472,0.0034802628
147,0.0028376004,0.0036366638
148,0.0029498036,0.0037779293
149,0.0030369048,0.0038811984
150,0.0030896133,0.0039337627
151,0.0031014944,0.003931745
152,0.0030882899,0.0038993536
153,0.003073294,0.0038707252
154,0.0030489909,0.003833005
155,0.0030218875,0.003794441
156,0.002979379,0.003733199
157,0.0029180967,0.0036446585
158,0.0028410153,0.0035403098
159,0.0027829818,0.0034637777
160,0.021578368,0.019913223
161,0.013793072,0.012103629
162,0.017634068,0.016429117
163,0.012918754,0.012454783
164,0.010006273,0.010121631
165,0.008887484,0.009551461
166,0.008858049,0.010046166
